UUID,site_id,comid,lng,lat,model_cfs,model_percentile,model_category,model_trend,model_pct_normal,usgs_cfs
8189300,08189300,,-97.656663,28.48305164,0.2293525383984218,56.7,None,rising,189.2,0.0
8189300,08189300,,-97.656663,28.48305164,0.2293525383984218,56.7,None,rising,189.2,0.0
8180700,08180700,,-98.689744,29.33495798,0.02339620455953136,23.3,D0,falling,5.6,1.19
8180700,08180700,,-98.689744,29.33495798,0.02339620455953136,23.3,D0,falling,5.6,0.47
8180700,08180700,,-98.689744,29.33495798,0.02339620455953136,23.3,D0,falling,5.6,0.59
8183200,08183200,,-98.1744444,29.11,21.19690971520944,53.3,None,falling,119.3,267.0
8183200,08183200,,-98.1744444,29.11,21.19690971520944,53.3,None,falling,119.3,210.0
8183200,08183200,,-98.1744444,29.11,21.19690971520944,53.3,None,falling,119.3,231.0
8188500,08188500,,-97.3848583,28.6492861,170.6089181920912,46.7,None,steady,91.6,409.0
8188500,08188500,,-97.3848583,28.6492861,170.6089181920912,46.7,None,steady,91.6,298.0
8188500,08188500,,-97.3848583,28.6492861,170.6089181920912,46.7,None,steady,91.6,342.0
8185065,08185065,,-98.18625,29.50144444,1.1879289268633209,30.0,D0,falling,10.0,11.1
8185065,08185065,,-98.18625,29.50144444,1.1879289268633209,30.0,D0,falling,10.0,9.6
8185065,08185065,,-98.18625,29.50144444,1.1879289268633209,30.0,D0,falling,10.0,10.3
8185100,08185100,,-98.1688889,29.44388889,0.8540677491072047,36.7,None,falling,46.7,12.8
8185100,08185100,,-98.1688889,29.44388889,0.8540677491072047,36.7,None,falling,46.7,11.7
8185100,08185100,,-98.1688889,29.44388889,0.8540677491072047,36.7,None,falling,46.7,12.4
8183978,08183978,,-98.4933722,29.73677778,0.3719999383574036,23.3,D0,falling,4.7,0.0
8183978,08183978,,-98.4933722,29.73677778,0.3719999383574036,23.3,D0,falling,4.7,0.0
8183978,08183978,,-98.4933722,29.73677778,0.3719999383574036,23.3,D0,falling,4.7,0.0
8189200,08189200,,-97.1124913,28.30361693,9.79144069578327,83.3,W1,falling,300.0,0.55
8189200,08189200,,-97.1124913,28.30361693,9.79144069578327,83.3,W1,falling,300.0,0.27
8189200,08189200,,-97.1124913,28.30361693,9.79144069578327,83.3,W1,falling,300.0,0.38
8185000,08185000,,-98.3111242,29.5941166,1.5004317058695085,26.7,D0,rising,10.6,0.0
8185000,08185000,,-98.3111242,29.5941166,1.5004317058695085,26.7,D0,rising,10.6,0.0
8185000,08185000,,-98.3111242,29.5941166,1.5004317058695085,26.7,D0,rising,10.6,0.0
8181400,08181400,,-98.6916896,29.57856108,0.27836448208435116,26.7,D0,falling,15.6,0.0
8181400,08181400,,-98.6916896,29.57856108,0.27836448208435116,26.7,D0,falling,15.6,0.0
8181400,08181400,,-98.6916896,29.57856108,0.27836448208435116,26.7,D0,falling,15.6,0.0
8187500,08187500,,-97.859168,28.81998007,0.416026041984249,76.7,W0,rising,300.0,0.0
8189700,08189700,,-97.620829,28.28250426,2.7256259299245573,60.0,None,steady,214.8,14.4
8189700,08189700,,-97.620829,28.28250426,2.7256259299245573,60.0,None,steady,214.8,10.3
8189700,08189700,,-97.620829,28.28250426,2.7256259299245573,60.0,None,steady,214.8,12.1
8188590,08188590,,-96.7814278,28.50548889,1.2813320867296474,60.0,None,falling,153.8,72.5
8188590,08188590,,-96.7814278,28.50548889,1.2813320867296474,60.0,None,falling,153.8,82.2
8188590,08188590,,-96.7814278,28.50548889,1.2813320867296474,60.0,None,falling,153.8,70.1
8188590,08188590,,-96.7814278,28.50548889,1.2813320867296474,60.0,None,falling,153.8,-1.51
8188590,08188590,,-96.7814278,28.50548889,1.2813320867296474,60.0,None,falling,153.8,-22.0
8188590,08188590,,-96.7814278,28.50548889,1.2813320867296474,60.0,None,falling,153.8,-5.11
8188590,08188590,,-96.7814278,28.50548889,1.2813320867296474,60.0,None,falling,153.8,43.8
8188590,08188590,,-96.7814278,28.50548889,1.2813320867296474,60.0,None,falling,153.8,41.2
8188590,08188590,,-96.7814278,28.50548889,1.2813320867296474,60.0,None,falling,153.8,42.5
8180800,08180800,,-98.5814074,29.26218286,0.015547300168881457,23.3,D0,falling,3.1,10.0
8180800,08180800,,-98.5814074,29.26218286,0.015547300168881457,23.3,D0,falling,3.1,8.86
8180800,08180800,,-98.5814074,29.26218286,0.015547300168881457,23.3,D0,falling,3.1,9.5
8188060,08188060,,-97.7371389,28.84869444,84.1298528490408,40.0,None,falling,64.7,334.0
8188060,08188060,,-97.7371389,28.84869444,84.1298528490408,40.0,None,falling,64.7,262.0
8188060,08188060,,-97.7371389,28.84869444,84.1298528490408,40.0,None,falling,64.7,311.0
8185500,08185500,,-98.0533333,29.2797222,0.8089251739566197,43.3,None,falling,33.3,34.8
8185500,08185500,,-98.0533333,29.2797222,0.8089251739566197,43.3,None,falling,33.3,20.1
8185500,08185500,,-98.0533333,29.2797222,0.8089251739566197,43.3,None,falling,33.3,25.2
8184050,08184050,,-98.4076833,29.74826667,0.5462754569795807,23.3,D0,falling,6.0,0.0
8184050,08184050,,-98.4076833,29.74826667,0.5462754569795807,23.3,D0,falling,6.0,0.0
8184050,08184050,,-98.4076833,29.74826667,0.5462754569795807,23.3,D0,falling,6.0,0.0
8181800,08181800,,-98.3558463,29.2221853,4.7463339210684845,43.3,None,falling,30.9,207.0
8181800,08181800,,-98.3558463,29.2221853,4.7463339210684845,43.3,None,falling,30.9,136.0
8181800,08181800,,-98.3558463,29.2221853,4.7463339210684845,43.3,None,falling,30.9,178.0
8183500,08183500,,-98.0641723,28.95164067,30.057452580760902,53.3,None,steady,156.4,286.0
8183500,08183500,,-98.0641723,28.95164067,30.057452580760902,53.3,None,steady,156.4,205.0
8183500,08183500,,-98.0641723,28.95164067,30.057452580760902,53.3,None,steady,156.4,242.0
8186000,08186000,,-97.9302808,29.01413869,1.0252253601829189,40.0,None,falling,26.8,31.5
8186000,08186000,,-97.9302808,29.01413869,1.0252253601829189,40.0,None,falling,26.8,27.2
8186000,08186000,,-97.9302808,29.01413869,1.0252253601829189,40.0,None,falling,26.8,29.2
8180640,08180640,,-98.813081,29.3241246,0.03868773553367317,20.0,D1,falling,2.9,0.0
8188800,08188800,,-96.8847084,28.5058337,285.86151981223315,53.3,None,steady,109.7,902.0
8188800,08188800,,-96.8847084,28.5058337,285.86151981223315,53.3,None,steady,109.7,536.0
8188800,08188800,,-96.8847084,28.5058337,285.86151981223315,53.3,None,steady,109.7,787.0
8196000,08196000,,-99.7814452,29.50467576,0.420734734454557,0.0,D4,steady,2.3,0.26
8196000,08196000,,-99.7814452,29.50467576,0.420734734454557,0.0,D4,steady,2.3,0.21
8196000,08196000,,-99.7814452,29.50467576,0.420734734454557,0.0,D4,steady,2.3,0.25
8198500,08198500,,-99.4804722,29.31430556,0.06355989995543618,6.7,D2,steady,1.9,0.0
8198500,08198500,,-99.4804722,29.31430556,0.06355989995543618,6.7,D2,steady,1.9,0.0
8198500,08198500,,-99.4804722,29.31430556,0.06355989995543618,6.7,D2,steady,1.9,0.0
8208000,08208000,,-98.2813988,28.62220899,82.57558370290505,86.7,W1,steady,300.0,42.9
8208000,08208000,,-98.2813988,28.62220899,82.57558370290505,86.7,W1,steady,300.0,17.3
8208000,08208000,,-98.2813988,28.62220899,82.57558370290505,86.7,W1,steady,300.0,27.4
8194200,08194200,,-98.9669678,27.96501329,117.96089131583277,96.7,W3,rising,300.0,99.7
8194200,08194200,,-98.9669678,27.96501329,117.96089131583277,96.7,W3,rising,300.0,16.6
8194200,08194200,,-98.9669678,27.96501329,117.96089131583277,96.7,W3,rising,300.0,50.0
8190500,08190500,,-100.2391667,29.48108333,0.9285457255584344,33.3,None,falling,48.7,0.0
8190500,08190500,,-100.2391667,29.48108333,0.9285457255584344,33.3,None,falling,48.7,0.0
8190500,08190500,,-100.2391667,29.48108333,0.9285457255584344,33.3,None,falling,48.7,0.0
8210400,08210400,,-98.0969482,28.05973533,0.12436013075182312,83.3,W1,rising,,0.01
8210400,08210400,,-98.0969482,28.05973533,0.12436013075182312,83.3,W1,rising,,0.0
8210400,08210400,,-98.0969482,28.05973533,0.12436013075182312,83.3,W1,rising,,0.0
8211000,08211000,,-97.8602769,28.03834719,1271.2682518794913,80.0,W1,rising,179.7,139.0
8211000,08211000,,-97.8602769,28.03834719,1271.2682518794913,80.0,W1,rising,179.7,111.0
8211000,08211000,,-97.8602769,28.03834719,1271.2682518794913,80.0,W1,rising,179.7,117.0
8207500,08207500,,-98.3383454,28.86497693,8.917911804227758,73.3,W0,steady,300.0,4.85
8207500,08207500,,-98.3383454,28.86497693,8.917911804227758,73.3,W0,steady,300.0,2.72
8207500,08207500,,-98.3383454,28.86497693,8.917911804227758,73.3,W0,steady,300.0,3.5
8198000,08198000,,-99.4928241,29.4910644,0.057474869178468564,6.7,D2,steady,0.2,0.0
8198000,08198000,,-99.4928241,29.4910644,0.057474869178468564,6.7,D2,steady,0.2,0.0
8198000,08198000,,-99.4928241,29.4910644,0.057474869178468564,6.7,D2,steady,0.2,0.0
8200720,08200720,,-99.1166667,29.3761111,0.0,70.0,W0,steady,,0.0
8200720,08200720,,-99.1166667,29.3761111,0.0,70.0,W0,steady,,0.0
8200720,08200720,,-99.1166667,29.3761111,0.0,70.0,W0,steady,,0.0
8202700,08202700,,-99.2878185,29.37078917,0.0,63.3,None,steady,,0.0
8202700,08202700,,-99.2878185,29.37078917,0.0,63.3,None,steady,,0.0
8202700,08202700,,-99.2878185,29.37078917,0.0,63.3,None,steady,,0.0
818999010,0818999010,,-100.039575,29.71883333,24.36473949527956,13.3,D1,steady,47.3,14.0
818999010,0818999010,,-100.039575,29.71883333,24.36473949527956,13.3,D1,steady,47.3,11.3
818999010,0818999010,,-100.039575,29.71883333,24.36473949527956,13.3,D1,steady,47.3,12.6
8194000,08194000,,-99.2400322,28.42637889,175.01660796999008,76.7,W0,rising,300.0,0.09
8194000,08194000,,-99.2400322,28.42637889,175.01660796999008,76.7,W0,rising,300.0,0.06
8194000,08194000,,-99.2400322,28.42637889,175.01660796999008,76.7,W0,rising,300.0,0.08
8197936,08197936,,-99.5487,29.719,1.0569777200508141,6.7,D2,steady,10.8,0.7
8197936,08197936,,-99.5487,29.719,1.0569777200508141,6.7,D2,steady,10.8,0.55
8193000,08193000,,-99.6819935,28.50026313,67.10131488056187,73.3,W0,steady,300.0,0.0
8193000,08193000,,-99.6819935,28.50026313,67.10131488056187,73.3,W0,steady,300.0,0.0
8193000,08193000,,-99.6819935,28.50026313,67.10131488056187,73.3,W0,steady,300.0,0.0
8205500,08205500,,-99.1447556,28.73664429,6.634757007806688,40.0,None,falling,34.9,0.0
8205500,08205500,,-99.1447556,28.73664429,6.634757007806688,40.0,None,falling,34.9,0.0
8205500,08205500,,-99.1447556,28.73664429,6.634757007806688,40.0,None,falling,34.9,0.0
8212400,08212400,,-98.1358378,27.26448618,0.13978734510004667,73.3,W0,rising,300.0,0.0
8212400,08212400,,-98.1358378,27.26448618,0.13978734510004667,73.3,W0,rising,300.0,0.0
8212400,08212400,,-98.1358378,27.26448618,0.13978734510004667,73.3,W0,rising,300.0,0.0
8201500,08201500,,-99.4030997,29.573284,0.02363841279761127,10.0,D2,steady,0.4,0.04
8201500,08201500,,-99.4030997,29.573284,0.02363841279761127,10.0,D2,steady,0.4,0.01
8201500,08201500,,-99.4030997,29.573284,0.02363841279761127,10.0,D2,steady,0.4,0.03
8210000,08210000,,-98.1780625,28.42749545,1124.5451524018806,80.0,W1,rising,172.4,687.0
8210000,08210000,,-98.1780625,28.42749545,1124.5451524018806,80.0,W1,rising,172.4,433.0
8210000,08210000,,-98.1780625,28.42749545,1124.5451524018806,80.0,W1,rising,172.4,602.0
8194500,08194500,,-98.5572384,28.30888906,814.9521264226622,83.3,W1,rising,300.0,726.0
8194500,08194500,,-98.5572384,28.30888906,814.9521264226622,83.3,W1,rising,300.0,575.0
8194500,08194500,,-98.5572384,28.30888906,814.9521264226622,83.3,W1,rising,300.0,648.0
8206700,08206700,,-98.5458513,28.58748787,7.660298356847962,60.0,None,rising,134.4,0.0
8206700,08206700,,-98.5458513,28.58748787,7.660298356847962,60.0,None,rising,134.4,0.0
8206700,08206700,,-98.5458513,28.58748787,7.660298356847962,60.0,None,rising,134.4,0.0
8200000,08200000,,-99.2476889,29.57003056,0.03145381483112508,10.0,D2,falling,0.2,0.23
8200000,08200000,,-99.2476889,29.57003056,0.03145381483112508,10.0,D2,falling,0.2,0.14
8200000,08200000,,-99.2476889,29.57003056,0.03145381483112508,10.0,D2,falling,0.2,0.2
8197500,08197500,,-99.6744978,29.2457934,1.4411219281298024,3.3,D3,steady,5.2,0.0
8197500,08197500,,-99.6744978,29.2457934,1.4411219281298024,3.3,D3,steady,5.2,0.0
8197500,08197500,,-99.6744978,29.2457934,1.4411219281298024,3.3,D3,steady,5.2,0.0
8204005,08204005,,-99.7433888,29.1544077,0.0,53.3,None,falling,,0.0
8204005,08204005,,-99.7433888,29.1544077,0.0,53.3,None,falling,,0.0
8204005,08204005,,-99.7433888,29.1544077,0.0,53.3,None,falling,,0.0
8190000,08190000,,-99.997287,29.42856679,33.38011050555863,3.3,D3,steady,32.3,18.8
8190000,08190000,,-99.997287,29.42856679,33.38011050555863,3.3,D3,steady,32.3,16.4
8190000,08190000,,-99.997287,29.42856679,33.38011050555863,3.3,D3,steady,32.3,17.9
8200977,08200977,,-99.0969444,29.56777778,0.014123108937692539,40.0,None,steady,13.1,0.0
8200977,08200977,,-99.0969444,29.56777778,0.014123108937692539,40.0,None,steady,13.1,0.0
8200977,08200977,,-99.0969444,29.56777778,0.014123108937692539,40.0,None,steady,13.1,0.0
8412500,08412500,,-103.8315824,31.87262648,1798.1468421123066,73.3,W0,falling,123.6,0.0
8412500,08412500,,-103.8315824,31.87262648,1798.1468421123066,73.3,W0,falling,123.6,0.0
8412500,08412500,,-103.8315824,31.87262648,1798.1468421123066,73.3,W0,falling,123.6,0.0
8212820,08212820,,-97.7022778,27.66525,0.5727409731673192,53.3,None,falling,189.8,1.28
8427000,08427000,,-103.7898833,30.94573056,0.013482311421281661,16.7,D1,steady,4.4,3.23
8427000,08427000,,-103.7898833,30.94573056,0.013482311421281661,16.7,D1,steady,4.4,3.22
8427000,08427000,,-103.7898833,30.94573056,0.013482311421281661,16.7,D1,steady,4.4,3.23
8212300,08212300,,-97.8674982,27.52614624,0.06122129903508605,63.3,None,falling,300.0,1.18
8212300,08212300,,-97.8674982,27.52614624,0.06122129903508605,63.3,None,falling,300.0,0.97
8212300,08212300,,-97.8674982,27.52614624,0.06122129903508605,63.3,None,falling,300.0,1.04
8447020,08447020,,-101.7319167,30.45075,0.0,36.7,None,steady,0.0,26.3
8447020,08447020,,-101.7319167,30.45075,0.0,36.7,None,steady,0.0,20.6
8447020,08447020,,-101.7319167,30.45075,0.0,36.7,None,steady,0.0,23.1
8427500,08427500,,-103.7882377,30.94292408,0.0,96.7,W3,steady,,21.2
8433000,08433000,,-103.459619,30.95792694,0.10095266004377883,36.7,None,rising,17.3,0.0
8433000,08433000,,-103.459619,30.95792694,0.10095266004377883,36.7,None,rising,17.3,0.0
8433000,08433000,,-103.459619,30.95792694,0.10095266004377883,36.7,None,rising,17.3,0.0
8458995,08458995,,-99.5001833,27.5360972,1.7464407387043035,83.3,W1,falling,300.0,1.33
8458995,08458995,,-99.5001833,27.5360972,1.7464407387043035,83.3,W1,falling,300.0,0.87
8458995,08458995,,-99.5001833,27.5360972,1.7464407387043035,83.3,W1,falling,300.0,1.07
8456310,08456310,,-100.4192222,29.30791667,0.0,70.0,W0,steady,,0.0
8456310,08456310,,-100.4192222,29.30791667,0.0,70.0,W0,steady,,0.0
8456310,08456310,,-100.4192222,29.30791667,0.0,70.0,W0,steady,,0.0
8474107,08474107,,-97.4918889,25.91444444,0.4536722420300433,93.3,W2,falling,300.0,1.96
8474095,08474095,,-97.4754167,25.9216111,1.2618174169150196,93.3,W2,falling,300.0,0.5
8474110,08474110,,-97.4256944,25.94083333,8.538248876672355,93.3,W2,falling,300.0,9.7
8474108,08474108,,-97.4528889,25.89402778,0.34279760311502666,93.3,W2,falling,300.0,4.25
9423350,09423350,,-115.2989889,35.24500556,0.0,93.3,W2,steady,,0.0
9429180,09429180,,-114.6035666,33.4916942,0.0,93.3,W2,steady,,11.9
9429200,09429200,,-114.6732907,33.42780713,0.0,10.0,D2,steady,0.0,45.7
9523600,09523600,,-114.5882852,32.80865585,0.0,93.3,W2,steady,,5.3
9523200,09523200,,-114.5146716,32.8180998,0.0,93.3,W2,steady,,56.2
9524000,09524000,,-114.6355087,32.7767123,0.013313292912172498,46.7,None,steady,92.6,405.0
9523800,09523800,,-114.6146748,32.79365629,0.0,33.3,None,steady,0.0,0.06
9525000,09525000,,-114.623008,32.7333801,0.0,70.0,W0,steady,,0.53
9524700,09524700,,-114.6230556,32.73408333,0.0,70.0,W0,steady,,416.0
9527590,09527590,,-114.9438889,32.71416667,0.02793219963108147,30.0,D0,steady,57.1,585.0
9526200,09526200,,-114.6555093,32.76837927,0.0,96.7,W3,steady,,0.0
9527594,09527594,,-115.4511667,33.2562222,0.04192545997139284,6.7,D2,rising,35.7,580.0
9527630,09527630,,-115.0254425,32.7094932,0.0,100.0,W4,steady,,2.75
9527597,09527597,,-115.9186083,33.53808109,0.0,96.7,W3,steady,,469.0
9530500,09530500,,-114.6943992,32.74615776,0.0,93.3,W2,steady,,11.3
9530000,09530000,,-114.621897,32.73726888,0.0,70.0,W0,steady,,52.2
10251330,10251330,,-116.2076389,35.79052778,1.6805777663504207,73.3,W0,rising,246.1,0.69
10251290,10251290,,-116.23425,35.88569444,0.0,46.7,None,steady,0.0,0.23
10251335,10251335,,-116.1944167,35.80094444,0.0,80.0,W1,steady,,0.07
10254050,10254050,,-115.8433289,33.44697395,0.0,90.0,W2,steady,,0.0
10254730,10254730,,-115.5969343,33.19892768,0.0,86.7,W1,steady,,713.0
10256500,10256500,,-116.681127,33.8705722,2.2559233750969248,80.0,W1,rising,300.0,0.0
10257500,10257500,,-116.6716824,33.86946114,0.8360834016194976,80.0,W1,rising,300.0,0.97
10257548,10257548,,-116.6211256,33.8989045,5.46923806820767,73.3,W0,rising,300.0,391.0
10258000,10258000,,-116.5591816,33.80501929,3.4887321206213304,83.3,W1,rising,300.0,1.72
10257549,10257549,,-116.6211256,33.8989045,5.46923806820767,73.3,W0,rising,300.0,0.0
10257720,10257720,,-116.6058083,33.84385,0.27180595368688604,63.3,None,rising,253.3,0.0
10336780,10336780,,-119.9724036,38.9199077,36.44934054942231,60.0,None,falling,150.0,36.3
10258700,10258700,,-116.5444444,33.75277778,0.0,73.3,W0,steady,,0.0
10259050,10259050,,-116.481958,33.79724196,0.4880614570977438,63.3,None,rising,300.0,0.0
10259000,10259000,,-116.5500155,33.7600211,0.0,70.0,W0,steady,,1.55
10262500,10262500,,-117.022818,34.90692668,0.25430948075982795,73.3,W0,rising,300.0,0.0
10259540,10259540,,-116.0775023,33.52474915,0.0,73.3,W0,steady,,63.9
10260950,10260950,,-117.2578213,34.33889196,3.4186224034386266,83.3,W1,rising,300.0,3.82
10336676,10336676,,-120.1576913,39.1321292,5.11213715395337,53.3,None,falling,116.2,4.05
10262000,10262000,,-117.1916778,34.83551667,0.20688887866683697,76.7,W0,rising,300.0,0.0
10259300,10259300,,-116.236118,33.7372434,1.241210327559844,73.3,W0,rising,300.0,15.1
10263000,10263000,,-116.3841887,35.03720565,0.41449389797993164,73.3,W0,rising,300.0,0.0
10262700,10262700,,-116.8876583,34.8696611,0.2925754724998281,73.3,W0,rising,300.0,0.0
10259100,10259100,,-116.4227903,33.749466,2.3462426651690955,80.0,W1,rising,300.0,0.0
10261500,10261500,,-117.3206018,34.57304916,3.5153902460873345,80.0,W1,rising,300.0,3.97
10258500,10258500,,-116.5355709,33.74502178,0.0,73.3,W0,steady,,4.46
10263500,10263500,,-117.8395072,34.42083115,23.5768077734341,90.0,W2,falling,300.0,21.9
10343000,10343000,,-120.2871477,39.4565717,6.767808426475043,36.7,None,falling,72.9,6.91
10343500,10343500,,-120.2379793,39.43157246,3.6073715449531085,53.3,None,falling,105.9,3.43
11014000,11014000,,-116.8841893,32.6375566,0.25033651657664024,93.3,W2,steady,,13.7
11012500,11012500,,-116.525572,32.591172,2.97548605863659,73.3,W0,steady,263.7,0.31
10265100,10265100,,-118.9394444,37.75027778,34.69334293475658,76.7,W0,rising,187.8,33.6
10338500,10338500,,-120.2343654,39.3235172,6.072907512905055,53.3,None,falling,105.0,4.7
10259200,10259200,,-116.3922342,33.63113647,0.0,70.0,W0,steady,,0.0
11016200,11016200,,-116.8502778,32.77416667,23.831630522960324,86.7,W1,rising,180.8,0.0
11015000,11015000,,-116.6230747,32.8347737,1.327738637293145,76.7,W0,steady,300.0,0.09
11043000,11043000,,-117.1439203,33.47975066,1.3578356657099262,90.0,W2,falling,300.0,0.0
11022200,11022200,,-116.9003035,32.83616156,0.4841354047122781,83.3,W1,rising,300.0,0.23
11046000,11046000,,-117.3472604,33.3111436,7.391295280778051,30.0,D0,rising,52.0,0.0
11023340,11023340,,-117.1216999,32.9431013,5.926326123840106,90.0,W2,steady,250.6,1.29
11025500,11025500,,-116.866137,33.1069866,3.8363514945354527,80.0,W1,steady,300.0,0.0
11027000,11027000,,-116.9530841,33.1158743,0.3116419786408232,73.3,W0,steady,300.0,0.03
11028500,11028500,,-116.9455844,33.0522655,1.0113754358313383,80.0,W1,steady,300.0,0.04
11042800,11042800,,-117.1769771,33.53224867,0.13107688984588456,90.0,W2,falling,,0.0
11042900,11042900,,-117.1647544,33.52447127,0.6317296093591572,86.7,W1,steady,300.0,0.0
11022480,11022480,,-117.0258627,32.84032675,6.645686347322635,76.7,W0,steady,300.0,4.12
11044250,11044250,,-117.200867,33.40753006,9.867428985757995,20.0,D1,rising,41.2,0.05
11044800,11044800,,-117.3217044,33.4197511,0.7260252097996541,86.7,W1,steady,,0.01
11044300,11044300,,-117.2411462,33.41364059,9.247652356999081,20.0,D1,rising,38.5,9.81
11045600,11045600,,-117.3255931,33.3250321,0.17583418792487004,83.3,W1,falling,300.0,0.25
11044350,11044350,,-117.249202,33.42447348,0.9961147287648433,90.0,W2,falling,,4.09
11045300,11045300,,-117.3178152,33.34697584,0.20131360753323857,86.7,W1,falling,300.0,0.06
11045700,11045700,,-117.3272599,33.32892087,0.17583418792487004,83.3,W1,falling,300.0,0.0
11046300,11046300,,-117.4730986,33.47085987,4.9315286380992065,86.7,W1,falling,300.0,2.79
11046360,11046360,,-117.5703242,33.42641717,0.29541676994958227,83.3,W1,steady,300.0,0.0
11046530,11046530,,-117.6481058,33.5025264,3.9905852021062365,83.3,W1,falling,300.0,2.12
11047300,11047300,,-117.6658843,33.49835999,2.3768520662236754,86.7,W1,falling,300.0,2.48
11048175,11048175,,-117.6954167,33.6870833,0.18026944984902785,96.7,W3,steady,,0.02
11048600,11048600,,-117.8611673,33.64502095,5.570045753952644,93.3,W2,falling,300.0,0.65
11051499,11051499,,-117.1005911,34.10834489,54.6934179681692,80.0,W1,rising,206.6,24.3
11055800,11055800,,-117.1886507,34.1438992,5.462988255276878,80.0,W1,steady,186.3,2.82
11042000,11042000,,-117.3603162,33.21809119,13.642012887338135,76.7,W0,rising,300.0,4.4
11044000,11044000,,-117.1422536,33.4739175,12.139086753876141,16.7,D1,rising,49.0,7.79
11051502,11051502,,-117.1005911,34.10834489,54.6934179681692,80.0,W1,rising,206.6,17.1
11055500,11055500,,-117.141704,34.11834458,4.580636102305771,80.0,W1,rising,170.8,1.7
11058500,11058500,,-117.2655982,34.17917556,3.090533458836846,80.0,W1,steady,182.2,3.38
11065000,11065000,,-117.3055989,34.07890146,74.64336353312426,83.3,W1,falling,190.9,3.24
11058600,11058600,,-117.2722222,34.1858333,2.3926254724399856,80.0,W1,steady,213.7,2.13
11060400,11060400,,-117.3003209,34.07834596,73.81367527632273,83.3,W1,falling,192.8,1.58
11062000,11062000,,-117.4578667,34.21184444,22.39169434608972,83.3,W1,falling,212.7,21.3
11062399,11062399,,-117.4494936,34.20278567,20.509489178228854,80.0,W1,falling,210.8,5.92
11062400,11062400,,-117.4494936,34.20306344,20.509489178228854,80.0,W1,falling,210.8,6.75
11062700,11062700,,-117.3975833,34.1554722,0.31405416010445264,80.0,W1,steady,281.1,33.0
11062450,11062450,,-117.4492158,34.20278567,20.509489178228854,80.0,W1,falling,210.8,0.0
11062800,11062800,,-117.3956025,34.155565,18.35076438842058,83.3,W1,falling,198.8,2.69
11059300,11059300,,-117.3003208,34.0650131,164.8683916341178,83.3,W1,steady,162.5,0.0
11063680,11063680,,-117.331434,34.20834107,3.0120792715630182,80.0,W1,falling,192.4,3.47
11069500,11069500,,-116.8339098,33.73807629,19.213272642698126,66.7,None,rising,134.4,0.08
11070210,11070210,,-117.135866,33.83974065,28.965165897894884,0.0,D4,rising,64.2,0.0
11070270,11070270,,-117.2061469,33.80113024,2.3020018551274433,86.7,W1,falling,300.0,0.21
11070365,11070365,,-117.231703,33.74613114,15.016918516179016,50.0,None,rising,100.7,0.0
11070465,11070465,,-117.2055903,33.6941882,1.2941279951455011,86.7,W1,falling,300.0,0.0
11070500,11070500,,-117.293927,33.66418858,22.191297624079112,60.0,None,steady,114.2,0.0
11071900,11071900,,-117.4458333,33.75027778,21.165973148875185,86.7,W1,steady,300.0,0.0
11071760,11071760,,-117.4958056,33.75444444,21.08520883873635,86.7,W1,steady,300.0,1.74
11073495,11073495,,-117.5994966,33.9827912,33.57665208938807,90.0,W2,falling,158.4,18.6
11073300,11073300,,-117.7306118,34.01862319,19.2782546834962,96.7,W3,falling,224.7,0.02
11073360,11073360,,-117.7270006,34.00390144,23.552389618712326,86.7,W1,falling,193.5,0.79
11074000,11074000,,-117.6453296,33.88334875,187.98930227651283,90.0,W2,falling,300.0,92.9
11075720,11075720,,-117.8425584,33.91334748,0.6212008655883949,86.7,W1,falling,300.0,0.0
11077500,11077500,,-117.8845014,33.7702946,3.060248057746873,83.3,W1,falling,300.0,0.0
11057500,11057500,,-117.2675419,34.0614024,23.18830549641807,86.7,W1,steady,165.8,0.72
11072100,11072100,,-117.5628274,33.8891821,23.889351475612614,86.7,W1,falling,300.0,2.93
11109000,11109000,,-118.739258,34.40360813,28.3421016243211,83.3,W1,falling,300.0,39.2
11119500,11119500,,-119.4865103,34.4013836,1.6173254255025227,76.7,W0,falling,199.3,2.57
11132500,11132500,,-120.4084938,34.5885957,2.5608986350758096,93.3,W2,falling,209.9,3.89
11113500,11113500,,-119.0823272,34.4133295,4.334482291124053,86.7,W1,steady,300.0,14.1
11114495,11114495,,-119.3573393,34.5027693,19.409917904000373,96.7,W3,falling,215.1,17.8
11123500,11123500,,-119.8648627,34.54360358,34.54851332248124,86.7,W1,falling,300.0,4.74
11078000,11078000,,-117.9083906,33.75112815,182.70140779737187,90.0,W2,falling,300.0,0.0
11119750,11119750,,-119.7252778,34.4275,1.1585957185567843,90.0,W2,falling,300.0,0.0
11120000,11120000,,-119.811805,34.4247189,1.810550964636644,90.0,W2,falling,300.0,0.24
11120500,11120500,,-119.8090283,34.45916286,0.8757949420734306,90.0,W2,falling,300.0,0.69
11120520,11120520,,-119.8402778,34.4486111,0.2550779728364105,86.7,W1,steady,244.1,0.27
11122010,11122010,,-119.6873579,34.52416133,49.934671084617385,90.0,W2,steady,300.0,0.0
11121900,11121900,,-119.68708,34.5241613,49.934671084617385,90.0,W2,steady,300.0,8.1
11133000,11133000,,-120.424606,34.63609474,35.16754094752551,86.7,W1,falling,300.0,38.8
11123000,11123000,,-119.6873579,34.5244391,49.934671084617385,90.0,W2,steady,300.0,1.88
11124500,11124500,,-119.9087519,34.5966563,9.68785721894751,86.7,W1,falling,300.0,6.88
